int_no;x;y;rue_1;rue_2;street_1;street_2;date_;all_pedest;pi;fi;fli;fri;fti;cli;cri;cti;acc;ln_pi;ln_fi;ln_fli;ln_fri;ln_fti;ln_cli;ln_cri;ln_cti;tot_crossw;number_of_;avg_crossw;tot_road_w;median;green_stra;half_phase;any_ped_pr;ped_countd;lt_protect;lt_restric;lt_prot_re;parking;north_veh;north_ped;east_veh;east_ped;south_veh;south_ped;west_veh;west_ped;total_lane;of_exclusi;any_exclus;commercial;curb_exten;all_red_an;new_half_r;distdt;ln_distdt;traffic_10000;ped_100;borough;;
7198;287982.5;5039521.5;Bégin;Thimens;BÚgin;Thimens;10/02/2009;1;201.446182250977;21567.576171875;3638.75219726562;5093.83935546875;12834.984375;210057.0625;345985.46875;1335296.75;0;5.30552196502686;9.9789457321167;8.19939613342285;8.53578662872314;9.45993041992188;12.2551336288452;12.7541522979736;14.104663848877;97.1999969482422;4;24.2999992370605;76.0999984741211;1;0;0;1;1;0;0;0;0;1624.81262207031;23.6995506286621;6329.5244140625;67.1487274169922;4342.49267578125;71.0986480712891;9270.74609375;39.4992523193359;6;0;0;3;0;0;0;11286.7060546875;9.33138084411621;2.15675759315491;2.01446175575256;Saint-Laurent;;
16238;291667.09375;5041078.5;Maisonneuve Provigo;Sainte-Croix;Maisonneuve Provigo;Sainte-Croix;02/09/2009;1;811.539978027344;20142.73828125;616.7861328125;902.750549316406;18623.203125;146577.171875;265245.0625;2726352;0;6.69893407821655;9.91059875488281;6.42452192306519;6.8054461479187;9.83216381072998;11.8953065872192;12.4884090423584;14.8184747695923;46;3;15.3000001907349;39.5999984741211;0;0;0;1;1;0;0;0;0;10651.708984375;114.570350646973;3.73809790611267;313.477203369141;9033.11328125;31.8250961303711;454.178863525391;351.667327880859;4;1;1;1;0;0;0;7628.23486328125;8.93961143493652;2.01427388191223;8.11539936065674;Saint-Laurent;;
1580;293551.46875;5046871.5;André-Grasset;Louvain;AndrÚ-Grasset;Louvain;03/11/2003;0;206.774063110352;15230.0439453125;1607.24255371094;1679.59423828125;11943.20703125;101735.53125;74715.09375;1159174.375;0;5.33162689208984;9.63102531433105;7.38227510452271;7.42630815505981;9.38791847229004;11.5301322937012;11.2214374542236;13.9632186889648;69.1999969482422;3;23.1000003814697;63.7000007629395;1;0;0;0;0;1;1;1;0;0;46.4186668395996;7478.0703125;33.7590293884277;2108.53686523438;63.2981796264648;5643.43701171875;63.2981796264648;3;0;0;2;0;0;0;8753.9892578125;9.0772647857666;1.52300441265106;2.06774067878723;Ahuntsic-Cartierville;;
579;298397.6875;5043380.5;Gilford;La Roche;Gilford;La Roche;10/12/2003;0;961.157897949219;13224.2841796875;470.265655517578;1018.04766845703;11735.970703125;47032.2890625;262183.03125;5354741.5;0;6.86813879013062;9.4898099899292;6.15329790115356;6.9256420135498;9.3704137802124;10.7585897445679;12.4767980575562;15.4934930801392;57.5;4;14.3999996185303;46.5999984741211;0;0;1;1;1;1;1;1;1;0;96.5756759643555;0;257.535125732422;11668.7900390625;354.110809326172;1555.494140625;252.936294555664;2;0;0;0;0;0;1;3268.92602539062;8.09221649169922;1.32242846488953;9.61157894134521;Plateau-Mont-Royal;;
10027;298460.1875;5052352.5;Bombardier;L-H-Lafontaine (dir.Sud);Bombardier;L-H-Lafontaine (dir.Sud);10/06/2009;0;45.4974403381348;27788.40625;5645.845703125;4009.82299804688;18132.736328125;89996.875;73194.7265625;209215.703125;0;3.81765604019165;10.2323741912842;8.63867473602295;8.29650211334229;9.80547428131104;11.4075298309326;11.2008790969849;12.2511205673218;108.400001525879;4;27.1000003814697;84.4000015258789;1;1;0;1;1;1;1;1;0;5037.1787109375;20.2210845947266;13833.3359375;0;0;20.2210845947266;8917.890625;5.05527114868164;7;2;1;2;0;0;0;12154.0107421875;9.40541458129883;2.7788405418396;0.454974412918091;Anjou;;
15738;297006.25;5050117;Lacordaire;Lafourcade;Lacordaire;Lafourcade;27/10/2009;0;132.261627197266;32020.439453125;191.46875;272.752655029297;31556.21875;11314.3125;13544.0966796875;1872803.625;0;4.88478183746338;10.3741302490234;5.25472497940063;5.60856485366821;10.359525680542;9.33382415771484;9.51370620727539;14.4429473876953;59.5999984741211;3;19.8999996185303;53.9000015258789;1;1;0;1;0;1;1;1;1;15599.2841796875;18.6522808074951;0;0;16175.4970703125;40.6958847045898;245.658020019531;72.913459777832;7;1;1;0;0;0;0;10143.8173828125;9.22461986541748;3.20204401016235;1.32261621952057;St-LÚonard;;
826;298774.0625;5046679.5;20 e Avenue;Bellechasse;20 e Avenue;Bellechasse;14/04/2004;0;593.059204101562;10560.50390625;1102.6171875;1306.01257324219;8151.8740234375;166812.40625;204230.125;1721433.375;0;6.38529396057129;9.26487636566162;7.00544214248657;7.17473411560059;9.00600337982178;12.0246248245239;12.2270030975342;14.3586683273315;62.4000015258789;4;15.6000003814697;52.9000015258789;0;0;0;0;0;0;0;0;1;1418.41540527344;159.384674072266;4571.0439453125;103.785362243652;0;237.223693847656;4571.0439453125;92.6655044555664;2;0;0;0;0;0;0;6473.044921875;8.7754020690918;1.05605041980743;5.93059206008911;Rosemont-La-Petite-Patrie;;
1428;297857.34375;5046405.5;13 e Avenue;Saint-Zotique;13 e Avenue;Saint-Zotique;08/04/2004;0;280.504577636719;15865.66015625;395.981536865234;1135.14709472656;14334.5322265625;14205.8603515625;99246.15625;2284396;0;5.63659000396729;9.67191219329834;5.98136806488037;7.03451776504517;9.57042694091797;9.56140995025635;11.5053577423096;14.6416120529175;61.7999992370605;4;15.5;42.2999992370605;0;0;0;0;0;0;1;1;1;1700.08068847656;70.1261444091797;6715.84716796875;25.8359470367432;0;47.9810447692871;7449.73291015625;136.561431884766;2;0;0;1;0;0;0;6335.80078125;8.75397109985352;1.58656597137451;2.80504584312439;Rosemont-La-Petite-Patrie;;
8553;299875.78125;5035758.5;Galt;LaSalle;Galt;LaSalle;08/11/2007;0;65.1954727172852;16252.4384765625;3447.2783203125;1394.5078125;11410.65234375;0;0;17794.3359375;1;4.17739009857178;9.6959981918335;8.14533996582031;7.24029684066772;9.34230327606201;0;0;9.78663539886475;67.5;4;16.8999996185303;50.2999992370605;1;0;0;0;0;1;1;1;0;4252.33154296875;65.1954727172852;4977.1083984375;0;573.399597167969;0;6449.5986328125;0;3;0;0;0;0;0;0;4509.51123046875;8.41394424438477;1.62524390220642;0.651954710483551;Verdun;;
1253;289723;5043874.5;Dudemaine;James-Morrice;Dudemaine;James-Morrice;17/09/2004;0;594.722534179688;10947.9716796875;1356.84423828125;1408.63220214844;8182.49560546875;224893.453125;242799.21875;2472278.5;0;6.38809490203857;9.30090999603271;7.2129168510437;7.25037384033203;9.00975227355957;12.3233823776245;12.3999900817871;14.7206506729126;61.2000007629395;4;15.3000001907349;53.7999992370605;0;0;0;0;0;0;0;0;1;2159.55737304688;210.553939819336;3614.798828125;121.89965057373;1149.6923828125;77.572509765625;4023.92358398438;184.696441650391;4;0;0;0;0;0;0;10199.9404296875;9.23013687133789;1.09479713439941;5.94722557067871;Ahuntsic-Cartierville;;
1732;298479.34375;5052382.5;Bonbardier;L-H-Lafontaine (dir.Nord);Bonbardier;L-H-Lafontaine (dir.Nord);10/06/2009;0;65.7185287475586;24202.8046875;8248.357421875;2735.31176757812;13219.1357421875;27969.3984375;11474.943359375;108079.546875;0;4.18538093566895;10.0942239761353;9.01776885986328;7.91400098800659;9.48942089080811;10.238865852356;9.34792137145996;11.5906229019165;102.099998474121;4;25.5;83.5999984741211;1;1;0;1;1;1;1;1;0;0;21.9061756134033;6796.779296875;3.3701810836792;10690.40234375;40.4421691894531;6715.62353515625;0;7;1;1;2;0;0;0;12182.7060546875;9.4077730178833;2.42028045654297;0.657185316085815;Anjou;;
13828;293651.5625;5033083;Dollard;Elmslie;Dollard;Elmslie;08/09/2009;1;301.776947021484;31122.951171875;8038.232421875;5096.7451171875;17987.974609375;325279.28125;521399.84375;3478939;0;5.70968818664551;10.3457012176514;8.99196529388428;8.53635692596436;9.79745864868164;12.6924390792847;13.1642723083496;15.062237739563;84.5;4;21.1000003814697;67.5999984741211;1;0;0;1;1;0;0;0;0;10100.0224609375;38.1191940307617;1889.51611328125;74.6500854492188;14843.056640625;162.006576538086;4290.3564453125;27.0010948181152;6;2;1;0;0;0;0;9072.2890625;9.11297988891602;3.11229515075684;3.01776957511902;Lasalle;;
1254;289907.6875;5044078.5;Dudemaine;Pasteur;Dudemaine;Pasteur;22/09/2004;0;675.251342773438;8739.580078125;445.165954589844;823.812866210938;7470.60107421875;74028.6328125;142084.25;2478305.25;0;6.51508522033691;9.07561683654785;6.0984468460083;6.71394300460815;8.91873073577881;11.2122068405151;11.8641757965088;14.7230863571167;62.7999992370605;4;15.6999998092651;51.5999984741211;0;0;0;0;0;0;0;0;1;583.320922851562;183.179885864258;3638.08032226562;229.872787475586;547.5029296875;161.629302978516;3970.67553710938;100.569343566895;4;0;0;1;0;0;0;10103.8505859375;9.22067165374756;0.873957991600037;6.75251340866089;Ahuntsic-Cartierville;;
1273;291563.59375;5046387;Gouin;Millen;Gouin;Millen;30/10/2003;0;568.9169921875;12491.2421875;3054.40966796875;2372.88842773438;7063.9443359375;171441.875;1010986.5625;539436;0;6.3437352180481;9.43278312683105;8.02434158325195;7.77186298370361;8.86275863647461;12.0520000457764;13.82643699646;13.1982793807983;55.7999992370605;3;18.6000003814697;48.2999992370605;1;0;0;0;0;0;1;1;0;0;0;4402.52880859375;45.8188171386719;3238.47021484375;492.552307128906;4850.24365234375;30.5458793640137;3;0;0;0;0;0;0;9849.8701171875;9.19521331787109;1.24912416934967;5.68916988372803;Ahuntsic-Cartierville;;
13029;296912.59375;5038860;Clarke;The Boulevard;Clarke;The Boulevard;05/09/2006;0;697.198059082031;10548.482421875;1566.31079101562;581.05078125;8401.12109375;186218.359375;70055.65625;1580817.25;0;6.54707002639771;9.26373672485352;7.35647821426392;6.36483812332153;9.03612041473389;12.1346750259399;11.1570453643799;14.2734518051147;57.7999992370605;4;14.5;44.9000015258789;0;0;0;0;0;0;1;1;0;204.401260375977;320.451293945312;5208.787109375;69.2867660522461;1926.8837890625;194.869018554688;3208.41064453125;112.590995788574;4;0;0;0;0;0;0;2704.02294921875;7.90249586105347;1.05484819412231;6.97198057174683;Westmount;;
619;301009.78125;5043226;Dufresne;Maisonneuve;Dufresne;Maisonneuve;15/04/2009;0;995.136962890625;9392.44140625;185.737289428711;328.461730957031;8878.2421875;48801.06640625;58253.0625;3402497;0;6.90288019180298;9.14766120910645;5.22433280944824;5.79441976547241;9.09135913848877;10.7955074310303;10.9725522994995;15.0400199890137;47.5999984741211;4;11.8999996185303;41.4000015258789;0;0;0;0;0;0;1;1;1;475.096435546875;353.060119628906;8917.3447265625;201.983245849609;0;262.742431640625;0;177.351135253906;3;0;0;0;0;0;0;3481.01196289062;8.15507793426514;0.939244151115417;9.9513692855835;Ville-Marie;;
318;299002.4375;5040994.5;Hutchison;Milton;Hutchison;Milton;30/03/2009;1;8411.6318359375;4610.5810546875;690.483154296875;869.125610351562;3050.97216796875;2012704.5;552749.0625;13853939;0;9.0373706817627;8.43610858917236;6.53739213943481;6.7674880027771;8.02321624755859;14.5149898529053;13.2226591110229;16.4440803527832;48.5;4;12.1000003814697;37.9000015258789;0;0;0;1;1;0;1;1;1;2583.29028320312;3999.5;2027.29064941406;861.226928710938;0;2914.921875;0;635.982971191406;1;0;0;0;0;0;0;808.543029785156;6.6952338218689;0.461058109998703;84.1163177490234;Plateau-Mont-Royal;;
586;298140.8125;5043552;La Roche;Laurier;La Roche;Laurier;10/12/2003;0;1623.39111328125;13322.4716796875;0;7917;5405.47119140625;0;298782.1875;720908.25;0;7.39227199554443;9.49720668792725;0;8.97676753997803;8.59516716003418;0;12.6074695587158;13.4882669448853;34.7000007629395;3;11.6000003814697;32.5999984741211;0;0;1;1;1;0;1;1;1;0;0;0;36.7907333374023;7911.83203125;1490.02465820312;5410.63916015625;96.5756759643555;4;0;0;0;0;0;1;3507.212890625;8.16257667541504;1.33224713802338;16.2339115142822;Plateau-Mont-Royal;;
52;296637;5036580.5;Girouard;Saint-Jacques;Girouard;Saint-Jacques;11/05/2004;0;291.783477783203;33270.67578125;8903.27734375;1901.32629394531;22466.072265625;1584178.125;104167.28125;4935701.5;0;5.67601203918457;10.4124317169189;9.09417533874512;7.55030679702759;10.0197620391846;14.2755756378174;11.5537528991699;15.4120054244995;17.3999996185303;1;17.3999996185303;52.7000007629395;1;0;0;0;0;0;1;1;0;9537.052734375;72.0876846313477;10591.6552734375;181.935577392578;0;0;13141.9677734375;37.7602157592773;4;1;1;0;1;0;0;4482.046875;8.40783500671387;3.32706761360168;2.91783475875854;C¶te-des-Neiges-Notre-Dame-de-Graces;;
17462;287630.84375;5033894;55 e Avenue;Sherbrooke;55 e Avenue;Sherbrooke;02/06/2009;0;477.676910400391;13529.9638671875;1826.66259765625;1602.39904785156;10100.9013671875;226151.15625;94507.4765625;3499800.5;0;6.16893482208252;9.51266193389893;7.51024580001831;7.37925720214844;9.22037982940674;12.3289594650269;11.4564342498779;15.0682172775269;60.9000015258789;3;20.2999992370605;52.2000007629395;1;0;0;0;0;1;1;1;0;7458.57080078125;50.4588279724121;1551.75891113281;87.4619674682617;4519.6337890625;296.025146484375;0;43.7309875488281;5;0;0;0;0;0;0;13229.1748046875;9.49018001556396;1.35299634933472;4.77676916122437;Lachine;;
4320;297061.90625;5043974.5;Bellechasse;Boyer;Bellechasse;Boyer;04/11/2009;0;1325.96923828125;11501.2666015625;510.188598632812;581.761840820312;10409.3154296875;190377.3125;221963.21875;3307057;0;7.18989896774292;9.35021209716797;6.23477983474731;6.36606121063232;9.25045585632324;12.1567630767822;12.3102674484253;15.0115690231323;59.4000015258789;4;14.8999996185303;50;0;0;1;1;1;1;1;1;1;1.83521103858948;536.030151367188;5311.10009765625;184.20849609375;743.260375976562;492.882202148438;5445.0703125;112.848449707031;2;0;0;0;0;0;1;4340.61181640625;8.37577056884766;1.15012669563293;13.2596921920776;Rosemont-La-Petite-Patrie;;
640;300360.40625;5042746;La Fontaine;Papineau;La Fontaine;Papineau;15/04/2009;0;1190.55163574219;8590.8388671875;1.95512902736664;999.071105957031;7589.81201171875;324.270233154297;244361.703125;2649185.25;0;7.08217191696167;9.05845165252686;0.670455992221832;6.90682601928711;8.93456172943115;5.78157711029053;12.4064054489136;14.7897634506226;35.9000015258789;4;9;30.3999996185303;0;0;0;0;0;0;1;1;0;7323.91455078125;149.434753417969;459.455413818359;298.869506835938;0;165.856155395508;807.468444824219;576.391174316406;2;0;0;1;0;0;0;2756.52807617188;7.92172718048096;0.859083890914917;11.9055166244507;Ville-Marie;;
8861;290388.125;5043299.5;Henri-Bourassa;Jules-Poitras;Henri-Bourassa;Jules-Poitras;04/02/2009;0;61.3377494812012;52784.515625;10277.845703125;19145.626953125;23361.04296875;233190.921875;532372.9375;612301.5625;0;4.11639499664307;10.8739728927612;9.2377462387085;9.85982990264893;10.0588245391846;12.3596134185791;13.1850996017456;13.3249797821045;114.400001525879;4;28.6000003814697;101.5;1;1;1;1;1;1;0;1;0;1517.71838378906;0;17636.3515625;25.722282409668;16247.3974609375;35.6154670715332;17383.046875;0;7;4;1;0;0;0;1;9377.8505859375;9.14610576629639;5.27845144271851;0.613377511501312;Saint-Laurent;;
2869;300668.9375;5039874.5;Commune de la;McGill;Commune de la;McGill;13/05/2009;1;2409.6005859375;10857.5048828125;3112.07153320312;2281.93530273438;5463.498046875;3009344.25;1409937.25;9994300;0;7.78721618652344;9.29261207580566;8.043044090271;7.73277902603149;8.60584545135498;14.9172334671021;14.1590557098389;16.117525100708;54.4000015258789;4;13.6000003814697;42.7999992370605;0;1;0;1;1;0;1;1;0;3867.08227539062;580.314697265625;2623.75610351562;1204.80029296875;0;0;4366.66650390625;624.485595703125;3;0;0;0;0;0;0;1463.95703125;7.28889846801758;1.08575046062469;24.0960063934326;Ville-Marie;;
1236;288319.3125;5043268;Meulles;Salaberry;Meulles;Salaberry;25/11/2008;0;882.890014648438;17381.587890625;518.262451171875;356.305450439453;16507.01953125;135517.296875;76493.9609375;9761494;0;6.78320121765137;9.76316738128662;6.25048208236694;5.87578821182251;9.71154117584229;11.816855430603;11.2449674606323;16.0939559936523;51.0999984741211;3;17;45.2999992370605;0;0;1;1;0;1;1;1;1;0;74.5404357910156;8544.1328125;210.369674682617;266.329315185547;216.995483398438;8571.125;380.984436035156;6;0;0;0;0;0;1;11344.044921875;9.33644866943359;1.73815882205963;8.82890033721924;Ahuntsic-Cartierville;;
9841;296208.5;5038005;Victoria;Westmount;Victoria;Westmount;01/11/2007;0;546.293090820312;12862.5;727.070678710938;917.439331054688;11217.990234375;67805.1328125;104265.2109375;2351296.25;0;6.30315589904785;9.46207141876221;6.58902406692505;6.82158613204956;9.32527446746826;11.1243934631348;11.5546932220459;14.6704769134521;59.9000015258789;4;15;40.5999984741211;0;0;0;0;0;0;1;1;0;4534.44384765625;281.014953613281;1701.84997558594;42.7142753601074;18.3487873077393;170.85710144043;6607.85693359375;51.7067527770996;4;0;0;0;0;0;0;3762.73706054688;8.23290157318115;1.28624999523163;5.46293067932129;Westmount;;
1571;302288.5;5047503;Dickson;2150 (Clos Dickson);Dickson;2150 (Clos Dickson);27/05/2009;0;229.99348449707;14852.2998046875;1038.60925292969;824.501770019531;12989.189453125;28443.501953125;57507.76953125;2016330.5;0;5.43805122375488;9.6059103012085;6.94563817977905;6.71477890014648;9.47187328338623;10.2556753158569;10.9596748352051;14.5167903900146;75.9000015258789;4;19;34.7000007629395;1;0;0;0;0;0;0;0;0;11415.3115234375;7.61567783355713;234.767013549805;12.1850852966309;2368.32958984375;147.744155883789;833.892395019531;62.4485626220703;3;0;0;2;0;0;0;7888.76220703125;8.97319412231445;1.48522996902466;2.29993486404419;Mercier-Hochelaga-Maisonneuve;;
241;300039.1875;5039127;Montagne;Ottawa;Montagne;Ottawa;21/09/2009;0;765.659240722656;8514.732421875;1080.50073242188;1294.67150878906;6139.5595703125;147738.203125;326493.09375;2401388;0;6.64073705673218;9.04955291748047;6.98517990112305;7.16601181030273;8.72250843048096;11.9031972885132;12.6961641311646;14.691556930542;51.5999984741211;4;12.8999996185303;39.5999984741211;0;0;0;0;0;1;1;1;1;3229.92553710938;148.134536743164;0;132.071746826172;1715.29504394531;265.928253173828;3569.51147460938;219.524673461914;2;0;0;2;0;0;0;1352.75500488281;7.20989847183228;0.851473271846771;7.65659236907959;Sud-Ouest;;
8892;286792.375;5041346;Henri-Bourassa;Sartelon;Henri-Bourassa;Sartelon;08/04/2009;0;11.4949808120728;38007.71484375;864.167175292969;703.846557617188;36439.703125;5348.853515625;1155.81469726562;359034.59375;1;2.44191098213196;10.5455436706543;6.76176595687866;6.55656003952026;10.5034141540527;8.58463764190674;7.05256080627441;12.7911739349365;94.6999969482422;3;31.6000003814697;61.9000015258789;1;1;0;1;1;1;1;1;0;850.481262207031;1.6421400308609;16200.2021484375;8.21070098876953;0;0;20957.03125;1.6421400308609;7;1;1;1;0;0;0;12505.3623046875;9.433913230896;3.80077147483826;0.114949807524681;Saint-Laurent;;
8976;299936.6875;5052992;Jarry;Ray-Lawson;Jarry;Ray-Lawson;06/10/2009;1;469.698333740234;23444.083984375;1891.20556640625;3495.2080078125;18057.671875;264143.5625;400987.34375;4286565.5;0;6.15209102630615;10.0623731613159;7.54497003555298;8.15914821624756;9.80132579803467;12.4842481613159;12.9016847610474;15.27099609375;76.3000030517578;4;19.1000003814697;76.1999969482422;1;0;0;1;1;0;0;0;0;10901.0751953125;125.478973388672;292.6220703125;83.0874252319336;8854.5263671875;111.913681030273;3395.86083984375;149.218246459961;7;2;1;1;0;0;0;12786.5087890625;9.45614624023438;2.34440851211548;4.69698333740234;Anjou;;
71;293928.625;5035315.5;Sherbrooke;7141 Ouest (Univ. Concordia);Sherbrooke;7141 Ouest (Univ. Concordia);26/03/2009;1;2008.3955078125;10683.3603515625;292.74755859375;271.561889648438;10119.05078125;147534.84375;169859.265625;9223931;0;7.6050910949707;9.276442527771;5.67931079864502;5.6041898727417;9.22217464447021;11.9018201828003;12.0427255630493;16.0373115539551;45.5;3;15.1999998092651;46;0;0;0;1;1;0;1;1;0.5;273.487854003906;679.482116699219;4976.70849609375;365.618133544922;0;417.372283935547;5433.16357421875;545.922973632812;4;0;0;2;1;0;0;7237.5390625;8.88703632354736;1.06833600997925;20.0839557647705;C¶te-des-Neiges-Notre-Dame-de-Graces;;
7210;293878.65625;5032117;Jean-Milot;Newman;Jean-Milot;Newman;08/04/2009;0;397.397918701172;17031.1328125;3421.47631835938;3413.65576171875;10196;544998.75;226928.171875;2226853.75;0;5.98493814468384;9.7427978515625;8.13782691955566;8.13553905487061;9.22975063323975;13.2085390090942;12.3323888778687;14.6161003112793;56.7999992370605;3;18.8999996185303;47.0999984741211;1;0;0;0;1;1;1;1;0;3775.35473632812;67.3277435302734;8276.0625;159.28759765625;0;111.66552734375;4979.71435546875;59.1170463562012;2;1;1;0;0;0;0;9723.4765625;9.18229866027832;1.70311331748962;3.97397923469543;Lasalle;;
1687;297214.84375;5044210.5;Bellechasse;Normanville;Bellechasse;Normanville;15/03/2004;0;592.188659667969;12938.2939453125;881.534240722656;1062.22131347656;10994.5390625;106789.4140625;55121.6640625;3730792;0;6.38382482528687;9.46794700622559;6.78166389465332;6.96811819076538;9.30515384674072;11.5786142349243;10.9172983169556;15.1321306228638;55.9000015258789;4;14;45.5999984741211;0;0;0;0;0;1;1;1;1;1867.10046386719;244.599670410156;5617.7275390625;257.473327636719;0;0;5453.46630859375;90.1156616210938;3;0;0;0;0;0;0;4474.76416015625;8.40620899200439;1.29382944107056;5.9218864440918;Rosemont-La-Petite-Patrie;;
4005;287363.875;5035115;55 e Avenue;François-Cusson;55 e Avenue;Franþois-Cusson;02/06/2009;0;148.012573242188;15633.3388671875;3193.94677734375;3770.8828125;8668.5087890625;95678.6328125;160359.734375;266162;0;4.99729681015015;9.65716075897217;8.06901264190674;8.23506355285645;9.0674524307251;11.46875;11.9851751327515;12.4918603897095;76.5999984741211;4;19.2000007629395;58.5;0;0;0;0;0;0;0;0;1;5847.12890625;20.1835327148438;2466.89892578125;55.504711151123;5962.8779296875;5.04588317871094;1356.4326171875;67.2784423828125;4;0;0;4;0;0;0;12935.166015625;9.46770477294922;1.56333386898041;1.48012578487396;Lachine;;
1941;287451.40625;5043247;Émile-Nelligan;Laurentien;?mile-Nelligan;Laurentien;03/12/2008;0;417.671112060547;20601.734375;505.888275146484;392.629730224609;19703.216796875;66034.46875;39912.97265625;3934154.5;0;6.0346941947937;9.93313121795654;6.22631597518921;5.97286701202393;9.88853740692139;11.0979318618774;10.5944566726685;15.1852073669434;60.0999984741211;3;20;43.5999984741211;0;0;1;1;1;1;1;1;1;14378.17578125;75.3845443725586;345.438629150391;142.619400024414;5829.041015625;124.282623291016;49.0787124633789;75.3845443725586;4;0;0;2;0;0;1;12177.1181640625;9.40731430053711;2.06017351150513;4.1767110824585;Ahuntsic-Cartierville;;
1683;301202.6875;5048070.5;Chauveau;Dickson;Chauveau;Dickson;17/06/2009;0;513.952575683594;14252.025390625;1121.42248535156;1230.24475097656;11900.3583984375;125307.5;173221.296875;4290687;0;6.24213123321533;9.56465435028076;7.02235317230225;7.11496782302856;9.3843240737915;11.7385263442993;12.0623245239258;15.2719573974609;57.2999992370605;4;14.3000001907349;51.5;0;0;0;0;0;0;0;0;1;6365.17919921875;160.083587646484;931.444641113281;23.5912647247314;5856.1123046875;219.061752319336;1099.2890625;111.215965270996;2;0;0;0;0;0;0;8086.56787109375;8.99796009063721;1.42520248889923;5.13952589035034;Mercier-Hochelaga-Maisonneuve;;
803;300556.71875;5046278.5;Sherbrooke;Jardin Botanique;Sherbrooke;Jardin Botanique;10/12/2003;0;308.122375488281;37848.6328125;671.80810546875;532.278747558594;36644.546875;49931.703125;43728.859375;10111348;0;5.73049688339233;10.5413503646851;6.50997304916382;6.27716684341431;10.5090198516846;10.8184108734131;10.6857643127441;16.1291694641113;51.5;2;25.7999992370605;51.4000015258789;1;0;1;1;1;1;1;1;0;614.962768554688;18.3953666687012;20040.552734375;160.959457397461;0;13.7965250015259;17193.119140625;114.971038818359;7;1;1;0;0;0;1;6194.47021484375;8.73141193389893;3.78486323356628;3.08122372627258;Rosemont-La-Petite-Patrie;;
7145;296213.59375;5037712.5;Claremont;Côte-Saint-Antoine;Claremont;C¶te-Saint-Antoine;10/09/2007;0;1255.07629394531;7627.24951171875;617.035949707031;1192.44641113281;5817.76708984375;132673.34375;268152.3125;3894818.5;0;7.13495206832886;8.93948268890381;6.42492723464966;7.08376216888428;8.66867160797119;11.7956447601318;12.4993095397949;15.1751575469971;57;4;14.3000001907349;39.9000015258789;0;0;0;0;0;0;1;1;0;2012.71240234375;228.195678710938;4010.7333984375;614.186279296875;1571.97241210938;191.781478881836;31.8312187194824;220.912841796875;4;0;0;0;0;0;0;3938.3798828125;8.27852439880371;0.762724936008453;12.550763130188;Westmount;;
921;300577.25;5048371.5;Dickson;Turenne;Dickson;Turenne;02/12/2004;0;238.122283935547;17535.431640625;1029.69677734375;708.553771972656;15797.1806640625;67320.90625;40826.72265625;2593489;0;5.4727840423584;9.77197933197021;6.93701982498169;6.56322622299194;9.66758728027344;11.1172256469727;10.6170921325684;14.7685146331787;86.0999984741211;4;21.5;70.8000030517578;1;0;0;0;0;0;0;0;1;9445.6845703125;50.3720207214355;550.531005859375;9.15854930877686;6988.68505859375;114.481864929199;550.531005859375;64.1098480224609;6;0;0;0;0;0;0;8255.5576171875;9.01864147186279;1.75354313850403;2.38122272491455;Mercier-Hochelaga-Maisonneuve;;
1708;295461;5046143.5;Chabot;Crémazie Est;Chabot;CrÚmazie Est;04/11/2003;0;153.346450805664;20154.185546875;2288.89721679688;1080.04235839844;16785.24609375;75824.5390625;60592.92578125;961055.6875;1;5.0327000617981;9.91116714477539;7.7358250617981;6.9847559928894;9.72825622558594;11.236177444458;11.0119333267212;13.7757883071899;11.1999998092651;1;11.1999998092651;58.7999992370605;1;0;0;0;0;1;0;1;0;1198.94616699219;44.8818893432617;0;22.4409446716309;1689.42407226562;56.1023597717285;17265.814453125;29.9212589263916;3;0;0;0;1;0;0;7026.85205078125;8.85749435424805;2.0154185295105;1.53346455097198;Villeray-Saint-Michel-Parc-Extension;;
1537;304670.15625;5059905.5;Sherbrooke;Yves-Thériault;Sherbrooke;Yves-ThÚriault;22/10/2004;0;240.560958862305;21197.796875;1321.9912109375;1076.98901367188;18798.81640625;33776.609375;57971.77734375;2224143.5;0;5.4829740524292;9.9616527557373;7.18689393997192;6.98192405700684;9.84154891967773;10.4275236129761;10.9677124023438;14.6148824691772;70.8000030517578;4;17.7000007629395;42.7999992370605;0;0;0;0;0;0;0;0;0;949.383666992188;0;8273.9296875;78.872444152832;316.461212158203;122.252288818359;11658.0224609375;39.436222076416;4;0;0;0;0;0;0;20414.73828125;9.92401218414307;2.11977958679199;2.40560960769653;Pointe-aux-Trembles-RiviÞres-des-Prairies;;
